number,quote
1,quote
2,"Oh dear, I did think it was boiling this time."
3,If it’s epilepsy we ought to put a cork in his mouth. Who’s got a cork?
4,At his age it’s probably apoplexy.
5,We must get a doctor—at once.
6,"Oh dear, Mr. Fortescue, are you ill?"
7,He said it—you put in the tea—get help—quick get a doctor—
8,I’m sure he’s dying.
9,We ought to give him some mustard and water—now. Isn’t there any mustard in the office?
10,Really I did—there couldn’t have been anything wrong in it.
11,Why do you say that?
12,He said it—Mr. Fortescue—he said it was the tea—
13,quote
14,I didn’t do it!
15,"There wasn’t anything wrong with the tea, there couldn’t have been."
16,Like the Square.
17,"14 Rushmoor Road, Muswell Hill."
18,"Well, I had to. I always do, I mean."
19,"It was Mr. Fortescue’s own tea, special China tea. It’s kept on the shelf in my room next door."
20,No sugar.
21,"That’s all for now, thank you, Miss Grosvenor."
22,quote
23,It’s long past their regular time. Or would you prefer that we get something sent in?
24,Could some of the girls go out to lunch?
25,Of course.
26,"I was afraid he was very ill,”"
27,Will you please give me particulars of his home and family?”
28,"Certainly. I have already tried to get into communication with Mrs. Fortescue, but it seems she is out playing golf. She was not expected home to lunch. There is some uncertainty as to which course she is playing on.” She added in an explanatory manner, “They live at Baydon Heath, you know, which is a centre for three well-known golf courses.”"
29,"The exact address, please, and the telephone number?”"
30,Bayden Heath 3400. The name of the house is Yewtree Lodge.”
31,Can you give me particulars of his family?”
32,"Mrs. Fortescue is his second wife. She is much younger than he is. They were married about two years ago. The first Mrs. Fortescue has been dead a long time. There are two sons and a daughter of the first marriage. The daughter lives at home and so does the elder son, who is a partner in the firm. Unfortunately he is away in the North of England today on business. He is expected to return tomorrow.”"
33,Have you tried to get in touch with him?”
34,"Yes. After Mr. Fortescue was removed to hospital I rang up the Midland Hotel in Manchester where I thought he might be staying, but he had left early this morning. I believe he was also going to Sheffield and Leicester, but I am not sure about that. I can give you the names of certain firms in those cities whom he might be visiting.”"
35,There is a second son you said?”
36,Yes. But owing to a disagreement with his father he lives abroad.”
37,Are both sons married?”
38,"Yes. Mr. Percival has been married for three years. He and his wife occupy a self-contained flat in Yewtree Lodge, though they are moving into their own house at Baydon Heath very shortly.”"
39,You were not able to get in touch with Mrs. Percival Fortescue when you rang up this morning?”
40,Mr. Lancelot got married less than a year ago. To the widow of Lord Frederick An
41,"""quote"""
42,
43,"just off. Unlike himself. Peculiar in his manner."","
44,
45,"not worried. It’s we who were worried—"","
46,"really,"""
47,"you know. Sometimes he was quite boisterous. Once or twice, frankly, I thought he had been drinking . . . He boasted and told the most extraordinary stories which I’m sure couldn’t possibly have been true. For most of the time I’ve been here he was always very close about his affairs—not giving anything away, you know. But lately he’s been quite different, expansive, and positively—well—flinging money about. Most unlike his usual manner. Why, when the office boy had to go to his grandmother’s funeral, Mr. Fortescue called him in and gave him a five pound note and told him to put it on the second favourite and then roared with laughter. He wasn’t—well, he just wasn’t like himself. That’s all I can say."","
48,"perhaps, he had something on his mind?"","
49,
50,
