number,quote
1,quote
2,"I am afraid, that I shall have to go,"""
3,"Go! Where to?"""
4,"To Dartmoor; to King's Pyland."""
5,"My dear Watson, you would confer a great favour upon me by coming."
6,for there are points
7,"I think, just time to catch our train at Paddington, and I will"
8,We are going well. Our rate at present is fifty-three and a
9,I have not observed the quarter-mile posts. But the telegraph
10,and the calculation is a
11,It is one of those cases where the art of the reasoner should be
12,so complete and of such
13,that we are suffering from a
14,"conjecture, and hypothesis. The difficulty is to"
15,having established
16,it is our duty to see what inferences
17,"the owner of the horse, and from Inspector Gregory, who"
18,inviting my cooperation.
19,Tuesday evening! And this is Thursday morning. Why
20,"Because I made a blunder, my dear Watson--which is, I am afraid,"
21,
22,quote
23,"""You are close to the King's Pyland training-stables,' said she."
24,"' said he, looking through the window. 'I wanted to have a word with you.'"
25,"' said the other. 'You've two horses in for the Wessex Cup--Silver Blaze and Bayard. Let me have the straight tip and you won't be a loser. Is it a fact that at the weights Bayard could give the other a hundred yards in five furlongs, and that the stable have put their money on him?'"
26,"you're one of those damned touts!' cried the lad. 'I'll show you how we serve them in King's Pyland.' He sprang up and rushed across the stable to unloose the dog. The girl fled away to the house, but as she ran she looked back and saw that the stranger was leaning through the window. A minute later, however, when Hunter rushed out with the hound he was gone, and though he ran all round the buildings he failed to find any trace of him."
27,""" I asked. ""Did the stable-boy, when he ran out with the dog, leave the door unlocked behind him?"""
28,"Watson, excellent!"" murmured my companion. ""The importance of the point struck me so forcibly that I sent a special wire to Dartmoor yesterday to clear the matter up. The boy locked the door before he left it. The window, I may add, was not large enough for a man to get through."
29,"to find that her husband had not yet returned. She dressed herself hastily, called the maid, and set off for the stables. The door was open; inside, huddled together upon a chair, Hunter was sunk in a state of absolute stupor, the favorite's stall was empty, and there were no signs of his trainer."
30,"stripped of all surmise, and stated as baldly as possible. I shall now recapitulate what the police have done in the matter."
31,"to whom the case has been committed, is an extremely competent officer. Were he but gifted with imagination he might rise to great heights in his profession. On his arrival he promptly found and arrested the man upon whom suspicion naturally rested. There was little difficulty"
32,quote
33,"have there been any fresh developments?"""
34,""""
35,""""
36,"it would tell against this man Simpson."""
37,"he was undoubtedly out in the storm, he was armed with a heavy stick, and his cravat was found in the dead man's hand. I really think we have enough to go before a jury."""
38,""""
39,"where could he, a stranger to the district, hide a horse, and such a horse as this? What is his own explanation as to the paper which he wished the maid to give to the stable-boy?"""
40,"having served its purpose, would be hurled away. The horse may be at the bottom of one of the pits or old mines upon the moor."""
41,"presuming that there was some understanding between Simpson and these gypsies, might he not have been leading the horse to them when he was overtaken, and may they not have him now?"""
42,and for a radius of
43,""" remarked Holmes, glancing down the account."
44,"Mrs. Straker?"""
45,"I could have sworn to it. You wore a costume of dove-colored silk with ostrich-feather trimming."""
46,"that quite settles it,"" said Holmes."
47,"I understand,"" said Holmes."
48,"but placed there."""
49,"it was laid across the bush."""
50,"I perceive that the ground has been trampled up a good deal. No doubt many feet have been here since Monday night."""
