number,quote
1,"""Quote"""
2,"""I suppose, Watson, we must look upon you as a man of letters. How do you define the word 'grotesque'?"""
3,"""There is surely something more than that,"" said he; ""some underlying suggestion of the tragic and the terrible.  If you cast your mind back to some of those narratives with which you have afflicted a long-suffering public, you will recognize how often the grotesque has deepened into the criminal.  Think of that little affair of the red-headed men.  That was grotesque enough in the outset, and yet it ended in a desperate attempt at robbery.  Or, again, there was that most grotesque affair of the five orange pips, which let straight to a murderous conspiracy. The word puts me on the alert."""
4,"""Have you it there?"""
5,"""Man or woman?"" I asked."
6,"""Oh, man, of course. No woman would ever send a reply-paid telegram. She would have come."""
7,"""My dear Watson, you know how bored I have been since we locked up Colonel Carruthers. My mind is like a racing engine, tearing itself to pieces because it is not connected up with the work for which it was built. Life is commonplace, the papers are sterile; audacity and romance seem to have passed forever from the criminal world. Can you ask me, then, whether I am ready to look into any new problem, however trivial it may prove? But here, unless I am mistaken, is our client."""
8,"""Come, come, sir,"" said Holmes, laughing. ""You are like my friend, Dr. Watson, who has a bad habit of telling his stories wrong end foremost. Please arrange your thoughts and let me know, in their due sequence, exactly what those events are which have sent you out unbrushed and unkempt, with dress boots and waistcoat buttoned awry, in search of advice and assistance."""
9,"""Out come the official notebook."""
10,"""Wait a bit, Gregson,"" said Sherlock Holmes. ""All you desire is a plain statement, is it not?"""
11,quote
12,"""In some way we struck up quite a friendship, this young fellow and I. He seemed to take a fancy to me from the first, and within two days of our meeting he came to see me at Lee. One thing led to another, and it ended in his inviting me out to spend a few days at his house, Wisteria Lodge, between Esher and Oxshott. Yesterday evening I went to Esher to fulfil this engagement."""
13,"""He had described his household to me before I went there. He lived with a faithful servant, a countryman of his own, who looked after all his needs. This fellow could speak English and did his housekeeping for him. Then there was a wonderful cook, he said, a half-breed whom he had picked up in his travels, who could serve an excellent dinner. I remember that he remarked what a queer household it was to find in the heart of Surrey, and that I agreed with him, though it has proved a good deal queerer than I thought."""
14,"""I drove to the place--about two miles on the south side of Esher. The house was a fair-sized one, standing back from the road, with a curving drive which was banked with high evergreen shrubs. It was an old, tumbledown building in a crazy state of disrepair. When the trap pulled up on the grass-grown drive in front of the blotched and weather-stained door, I had doubts as to my wisdom in visiting a man whom I knew so slightly. He opened the door himself, however, and greeted me with a great show of cordiality. I was handed over to the manservant, a melancholy, swarthy individual, who led the way, my bag in his hand, to my bedroom. The whole place was depressing. Our dinner was tête-à-tête, and though my host did his best to be entertaining, his thoughts seemed to continually wander, and he talked so vaguely and wildly that I could hardly understand him. He continually drummed his fingers on the table, gnawed his nails, and gave other signs of nervous impatience. The dinner itself was neither well served nor well cooked, and the gloomy presence of the taciturn servant did not help to enliven us. I can assure you that many times in the course of the evening I wished that I could invent some excuse which would take me back to Lee"
15,quote
16,"I am glad you found the note, since it corroborates my story"
17,But I beg to point out that I have not yet heard what has
18,"As to Garcia, that is easily answered. He was found"
19,"No, there was no attempt at robbery"
20,This is very painful--very painful and terrible
