number,quote
1,quote
2,"""Those sentiments sound very unlike papa."""
3,"""I think that was it. I thought perhaps it might be important papers—something of the kind."""
4,"""The key of the Boule cabinet?"""
5,"""I think that was it. I thought perhaps it might be important papers—something of the kind."""
6,"""There wasn’t a will in the Boule cabinet."""
7,"""I must make some concessions to modernity."""
8,"""Good night, Minnie."""
9,"""Oh, that will be nice! Good night, dear. Sure you’ve got everything?"""
10,"""I must make some concessions to modernity."""
11,"""Good night, Minnie."""
12,"""It’s that damned dog’s ball! He must have left it here and she tripped over it. See? Here it is!"""
13,"""No, it’s all right. No bones broken… Just badly shaken and bruised—and of course she’s had a bad shock. But she’s been very lucky that it’s no worse."""
14,"""She’ll be all right, now."""
15,"""Ah, yes, that was all right. She could hear Minnie going down to let him in."""
16,quote
17,there are no direct dialogue lines spoken by Hastings in the given text.
18,quote
19,"“But, Poirot,”"
20,“What is it all about?”
21,“What a woman! Why can’t Mrs.—or Miss Arundell—”
22,"“Miss, I think. It is typically the letter of a spinster.”"
23,"“Yes,”"
24,“Little grey cells practically nonexistent.”
25,"“Quite so,”"
26,“A long rigmarole all about nothing.”
27,“Probably some upset to her fat lapdog—an asthmatic pug or a yapping Pekinese!”
28,"“And yet you read that letter through twice. I do not understand you, Poirot.”"
29,"“You, Hastings, you would have put it straight in the wastepaper basket?”"
30,“I’m afraid I should.”
31,"“I suppose I’m being dense, as usual, but I can’t see anything of interest in this letter!”"
32,"“Wait,”"
33,“Don’t tell me. Let me see if I can’t discover it for myself.”
34,"“Oh, well,”"
35,“I’ll buy it.”
36,"“What’s the interesting point? I suppose, like the ‘incident of the dog’s ball,’ the point is that there is no interesting point!”"
37,"“Well, out with it. What’s the interesting point?”"
38,“It probably doesn’t mean anything. A slip. She meant to put June and wrote April instead.”
39,"“Even then it would be ten or eleven days old—an odd fact. But actually you are in error. Look at the colour of the ink. That letter was written more than ten or eleven days ago. No, April 17th is the date assuredly. But why was the letter not sent?”"
40,“That’s easy. The old pussy changed her mind.”
41,“Then why did she not destroy the letter? Why keep it over two months and post it now?”
42,"“You see—it is a point! Yes, decidedly a curious point.”"
43,“You are answering the letter?”
44,quote
45,"""Well, if you put it like that,”"
46,"""Shall we go in the car?”"
47,"""My dear fellow, you’re not going to the North Pole!”"
48,"""On a day like this?”"
49,"""Dear me,”"
50,"""There is something about this place that makes me feel extremely conspicuous. As for you, Poirot, you look positively exotic.”"
51,"""Clothes are not everything,”"
52,"""It cannot be denied, Poirot, that you have a noticeable personality. I have often wondered that it has not hindered you in your career.”"
53,"""Which explains why we are walking along this exceedingly hot street on an exceedingly hot morning.”"
54,"""For once, I admit, you have made the score off me.”"
55,"""Good watchdog, aren’t I?”"
56,"""Hallo, old man,”"
57,"""Good old boy,”"
58,"""Wuff,”"
59,"""Well, Poirot?”"
60,"""What next?”"
61,"""Parbleu, to Messrs—what is it—Messrs Gabler and Stretcher.”"
62,"""That does seem indicated,”"
