number,quote
1,quote
2,"“But naturally, for you there is always a table, Monsieur Poirot! How I wish that you would honour us oftener!”"
3,"“And you are alone, Monsieur Poirot?”"
4,"“Oh, well, Jules here will compose for you a little meal that will be a poem—positively a poem! Women, however charming, have this disadvantage: They distract the mind from food! You will enjoy your dinner, Monsieur Poirot; I promise you that. Now as to wine—”"
5,“You have grave affairs on hand?”
6,“I envy you.”
7,"“No, no, you would be unwise to do so. I can assure you, it is not so gay as it sounds.”"
8,“How true is the saying that man was forced to invent work in order to escape the strain of having to think.”
9,“Ah! Egypt.”
10,"“Ah, the sea, it does not agree with you?”"
11,“But only upon certain stomachs! There are people on whom the motion makes no impression whatever. They actually enjoy it!”
12,“An unfairness of the good God.”
13,"“We’ll see it together, Jackie…together. Won’t it be marvellous?”"
14,"“Don’t be absurd, Jackie.”"
15,“I wonder….”
16,“Let’s dance.”
17,"“Une qui aime et un qui se laisse aimer. Yes, I wonder too.”"
18,"“She cares too much, that little one,”"
19,there are some indirect references to Poirot:
20,implying that she thinks highly of him.
21,but rather by Mrs. Allerton in reference to Poirot.
22,as Poirot is not present in the given text.
23,quote
24,"it enchants me. The black rocks of Elephantine, and the sun, and the little boats on the river. Yes, it is good to be alive."
25,"You do not find it so, Mademoiselle?"
26,"It is true, yes, I have one leg in the grave."
27,I’m sorry. That sounded rude.
28,"Not at all. It is natural you should wish for companions of your own age. Ah, well, there is one young man, at least."
29,and I—am I conceited?
30,My best friend says that I am very conceited.
31,I am delighted to learn that you have no guilty secret to hide.
32,"Madame, your mother, was not at lunch today. She is not indisposed, I trust?"
33,"You want beads, sir? Very good, sir. Very cheap…"
34,You want scarab? Look—great queen—very lucky…
35,"You want ride donkey, sir? This very good donkey. This donkey Whiskey and Soda, sir…"
36,"You want to go granite quarries, sir? This very good donkey. Other donkey very bad, sir, that donkey fall down…"
37,You want postcard—very cheap—very nice…
38,"Look, lady…Only ten piastres—very cheap—lapis—this ivory…"
39,This very good fly whisk—this all-amber…
40,"You go out in boat, sir? I got very good boat, sir…"
41,"You go back to hotel, lady? This first-class donkey…"
42,quote
43,"“You visit my shop today, sir?”"
44,"“You want that ivory crocodile, sir?”"
45,"“You not been in my shop yet, sir? I show you very beautiful things.”"
46,"“Lucky devil,”"
47,“It isn’t fair.”
48,“Mademoiselle?”
49,"“I saw, Mademoiselle, dark lines below a woman’s eyes. I saw a hand that clutched a sunshade so tight that the knuckles were white….”"
50,"“I mean that all is not the gold that glitters. I mean that, though this lady is rich and beautiful and beloved, there is all the same something that is not right. And I know something else.”"
51,“Yes?”
52,"“That somewhere, at some time, I have heard that voice before—the voice of Monsieur Doyle—and I wish I could remember where.”"
53,“Tenez—you will feel better for having said that!”
54,"“Bien,”"
55,“Magnificent!”
56,"“So it is not fair, Mademoiselle?”"
57,"“I am repeating what you said just now under your breath. Oh, yes, you did.”"
58,“And love? Eh? And love? But you do not know—she may have been married for her money!”
59,“Didn’t you see the way he looked at her?”
60,“What was that?”
