number,quote
1,quote
2,None
3,quote
4,"“As a matter of fact, nurse, I’ve got a possible job for you.”"
5,“You could hardly call it a case. It’s just a lady who has—shall we say—fancies?”
6,"“Yes,”"
7,“A Mrs. Leidner. Husband’s an American—an American Swede to be exact. He’s the head of a large American dig.”
8,"“He’s not been very explicit about it, but it seems she has these fits of recurring nervous terrors.”"
9,“Is she left alone all day amongst natives?”
10,"“Oh, no, there’s quite a crowd—seven or eight. I don’t fancy she’s ever been alone in the house. But there seems to be no doubt that she’s worked herself up into a queer state. Leidner has any amount of work on his shoulders, but he’s crazy about his wife and it worries him to know she’s in this state. He felt he’d be happier if he knew that some responsible person with expert knowledge was keeping an eye on her.”"
11,“Mrs. Leidner is a very lovely lady. She’s seldom of the same mind about anything two days on end. But on the whole she favours the idea.”
12,"“She’s an odd woman. A mass of affection and, I should fancy, a champion liar—but Leidner seems honestly to believe that she is scared out of her life by something or other.”"
13,"“What did she herself say to you, doctor?”"
14,"“Yes,”"
15,"“Splendid,”"
16,“Leidner’s in Baghdad now. I’ll tell him to come round and see if he can fix things up with you.”
17,"“He’s not been very explicit about it, but it seems she has these fits of recurring nervous terrors.”"
18,“She is in good physical health?”
19,"“Oh, yes, I think so. No, I should not think there was anything the matter with her physically. But she—well—imagines things, you know.”"
20,“She works herself up over nothing at all . . . I really can see no foundations for these fears.”
21,“
22,quote
23,"“That’s true,”"
24,"“An expedition is probably like our life here in miniature,”"
25,"“I always thought they got on so well together at Tell Yarimjah,”"
26,"“Women are so sweet to each other,”"
27,"“And you don’t see the explanation? Why, it leaps to the eye!”"
28,“She’s devoted to Leidner.”
29,"“I dare say, I’m not suggesting vulgar intrigues. But she’s an allumeuse, that woman.”"
30,"“Women are so sweet to each other,”"
31,"“All the same,”"
32,"“Now don’t frighten nurse,”"
33,“She’s going there in three days’ time and you’ll put her right off.”
34,"“And you don’t see the explanation? Why, it leaps to the eye!”"
35,"“Mrs. Leidner, of course.”"
36,"“Mary, you don’t know in the least. You’re merely imagining.”"
37,"“Of course I’m imagining! But you’ll find I’m right. Lovely Louise doesn’t look like the Mona Lisa for nothing! She mayn’t mean any harm, but she likes to see what will happen.”"
38,“She’s devoted to Leidner.”
39,“In what way? And why should she?”
40,"“Why? Why? Because she’s bored. She’s not an archaeologist, only the wife of one. She’s bored shut away from any excitements and so she provides her own drama. She amuses herself by setting other people by the ears.”"
41,"“Mary, you don’t know in the least. You’re merely imagining.”"
42,"“I know. Cat, cat, cat, that’s what you men say. But we’re usually right about our own sex.”"
43,"“All the same,”"
44,"“Now don’t frighten nurse,”"
45,“She’s going there in three days’ time and you’ll put her right off.”
46,"“And you don’t see the explanation? Why, it"
47,quote
48,"I don’t know what’s the matter with them this year. They’ve all got the jumps. Johnson goes about so glum she can’t open her mouth. David never speaks if he can help it. Bill, of course, never stops, and somehow his chatter seems to make the others worse. Carey goes about looking as though something would snap any minute. And they all watch each other as though—as though—Oh, I don’t know, but it’s queer."
