number,quote
1,quote
2,His genius that discovered the truth of the affair. But for Hercule Poirot I doubt if the crime would have been brought home to its perpetrator.
3,"So that is Lady Edgware? Yes, I remember—I have seen her act. She is belle femme."
4,And a fine actress too.
5,Possibly.
6,"I think it would depend on the setting, my friend. If she is the centre of the play, if all revolves round her—yes, then she could play her part. I doubt if she could play a small part adequately or even what is called a character part. The play must be written about her and for her. She appears to me of the type of women who are interested only in themselves."
7,Such people go through life in great danger.
8,quote
9,“Danger?”
10,"“I have used a word that surprises you, I see, mon ami. Yes, danger. Because, you see, a woman like that sees only one thing—herself. Such women see nothing of the dangers and hazards that surround them—the million conflicting interests and relationships of life. No, they see only their own forward path. And so—sooner or later—disaster.”"
11,“Well?”
12,“What do you want me to say about her?”
13,"“Mon cher, am I tonight the fortune-teller who reads the palm and tells the character?”"
14,"“It is a very pretty faith that you have in me, Hastings. It touches me. Do you not know, my friend, that each one of us is a dark mystery, a maze of conflicting passions and desires and attitudes? Mais oui, c’est vrai. One makes one’s little judgments—but nine times out of ten one is wrong.”"
15,“Even Hercule Poirot!”
16,"“Oh! I know very well that you have always a little idea that I am conceited, but, indeed, I assure you, I am really a very humble person.”"
17,“You—you—humble!”
18,“Except—I confess it—that I am a little proud of my moustaches. Nowhere in London have I observed anything to compare with them.”
19,“Elle est artiste!”
20,"“We all do that, my friend. Misfortune may always be waiting to rush out upon us. But as to your question, Miss Adams, I think, will succeed. She is shrewd and she is something more. You observed without doubt that she is a Jewess?”"
21,“It makes for success—that. Though there is still one avenue of danger—since it is of danger we are talking.”
22,“Love of money. Love of money might lead such a one from the prudent and cautious path.”
23,“It might do that to all of us.”
24,
25,quote
26,"In certain American states you could obtain a divorce, Madame."
27,You want to live in England?
28,"If I don’t, Madame?"
29,"On the whole, it would be much better if he died, I mean, I’d feel more finally quit of him."
30,"You will help me, won’t you, M. Poirot?"
31,"If I don’t, Madame?"
32,"You will help me, won’t you, M. Poirot?"
33,She has not come across the word 'No'.
34,"Now, I wonder what makes you say that?"
35,"You agree, don't you?"
36,"You agree, don't you?"
37,"You agree, don't you?"
38,She has not come across the word 'No'.
39,quote
40,"Well, mon ami, what do you think of that?"
41,"But yes, mon ami, it was not solely the champagne."
42,"But yes—but yes—you thought to yourself, the poor old one, he has the spirit of the party, he promises things that he will not perform—that he has no intention of performing."
43,Of course. Of course. I know that.
44,"No, mon ami, I am not in the habit of letting my judgment be ‘influenced’ as you call it, Hastings."
45,"Nothing influences the judgment of Hercule Poirot. No, mon ami, I am interested—that is all."
46,"Not exactly that. Her love affair, as you call it, is a very commonplace business."
47,The interplay of character. I welcome the chance of studying Lord Edgware at close quarters.
48,Pourquoi pas? Every man has his weak spot.
49,"Do not imagine, Hastings, that because I am studying the case from a psychological standpoint, I shall not try my best to succeed in the commission entrusted to me."
50,I always enjoy exercising my ingenuity.
51,We?
52,You are not going to leave me behind.
53,"Not another word, I’m coming."
54,quote
