number,quote
1,in CSV format:
2,quote
3,"“Yes, it has to be decided, does it not?”"
4,"“And I am old, am I not? Older than you imagined?”"
5,"“Rest assured,”"
6,“I am the best!”
7,"“One does not, you know, employ merely the muscles.”"
8,"“That,”"
9,“That promises well!”
10,“How was your father killed?”
11,“I see.”
12,"“I understand very well,”"
13,"""quote"""
14,"""Yes?"""
15,"""Well, naturally—I comprehend that—"""
16,"""Tout de même—"""
17,"""En avant, then. Though it is not that, that I should say. On the contrary. En arrière…"""
18,"""Granted that what you say is true, mademoiselle, sixteen years have gone by!"""
19,"""You give me the best butter—hein?"""
20,"""Mademoiselle, I am honoured! I will justify your faith in me. I will investigate your case of murder. I will search back into the events of sixteen years ago and I will find out the truth."""
21,"""If she was guilty—eh bien, what then?"""
22,"""En avant, then."""
23,"quote"""
24,"that was her name. She was the only daughter of some Yorkshire manufacturer. She’d got money and determination, and she knew what she wanted. What she wanted was Amyas Crale. She got him to paint her—he didn’t paint regular Society portraits, ‘Mrs. Blinkety Blank in satin and pearls,’ but he painted figures. I don’t know that most women would have cared to be painted by him—he didn’t spare them! But he painted the Greer girl, and he ended by falling for her good and proper. He was getting on for forty, you know, and he’d been married a good many years. He was just ripe for making a fool of himself over some chit of a girl. Elsa Greer was the girl. He was crazy about her, and his idea was to get a divorce from his wife and marry Elsa."
25,"of course, but she didn’t have a solicitor to advise her at that stage. When they asked her about it, she admitted quite frankly that she had taken it."""
26,"you see, that Amyas Crale had committed suicide. But if he’d taken the coniine from the bottle she’d hidden in her room, his fingerprints would have been on the bottle as well as hers."""
27,"was it not?"""
28,they didn’t—they found only his—and they were phoney ones
29,quote
30,I thank you. You have been very kind. If Mrs. Crale did not kill her husband—
31,Then it seems logical to suppose that one of these five people must have done so.
32,"But he did, old boy, he did. Take my word for it."
33,"So that,"" he said, “was how it struck you?”"
34,"I am not sure,” said Hercule Poirot, “that I quite understand you?”"
35,"That’s it, exactly. Well, in this case, the accused didn’t have a chance. Humpie Rudolph did as he liked with her. It started with her examination by Depleach. She stood up there, you know—as docile as a little girl at a party, answering Depleach’s questions with the answers she’d learnt off by heart. Quite docile, word perfect—and absolutely unconvincing! She’d been told what to say and she said it. It wasn’t Depleach’s fault. That old mountebank played his part perfectly—but in any scene that needs two actors, one alone can’t carry it. She didn’t play up to him. It made the worst possible effect on the jury. And then old Humpie got up. I expect you’ve seen him? He’s a great loss. Hitching his gown up, swaying back on his feet—and then—straight off the mark!"
36,"But he did, old boy, he did. Take my word for it."
37,"One of them could have done it, I suppose,” said Depleach, doubtfully. “But I don’t see why any of them should. No reason at all! In fact, I’m quite sure none of them did do it. Do get this bee out of your bonnet, old boy!”"
38,"But he did, old boy, he did. Take my word for it."
39,Then it seems logical to suppose that one of these five people must have done so.
40,"So that,"" he said, “was how it struck you?”"
41,"I am not sure,” said Herc"
42,quote
43,"Obviously in a close circle. There were five people, were there not, who could have been concerned?"
44,You forget the governess.
45,"But on the contrary, you remember it amazingly well. That astounds me. You can see it, can you not? When you talk the picture is there before your eyes."
46,"It would interest me, my friend, very much, if you would tell me why?"
47,What do you see so plainly? The witnesses? The counsel? The judge? The accused standing in the dock?
48,"It would interest me, my friend, very much, if you would tell me why?"
49,Had your firm acted for Mrs. Crale for a long period of years?
50,"You might like to have a word with Edmunds, our managing clerk. He was with the firm then and took a great interest in the case."
51,You were in court during the hearing of the case?
52,"Did anything strike you about them—any abnormality, any insincerity?"
53,At least consider it.
54,You were in court during the hearing of the case?
55,"Did anything strike you about them—any abnormality, any insincerity?"
56,"That Miss Greer, she was bitter enough, and vindictive! I’d say she overstepped the mark in a good deal she said, but it was Mr. Crale alive she wanted. He was no use to her dead. She wanted Mrs. Crale hanged all right—but that was because death had snatched her man away from her. Like a baulked tigress she was!"
57,Is there anything you can tell me to support that belief?
58,quote
59,"“That, to me, is the principal interest of all my cases.”"
60,“What happened?”
61,“So to you Elsa Greer spoke in the words of Juliet?”
62,“If Amyas Crale had not been a famous painter—”
63,quote
64,“But she was young and beautiful and to my mind infinitely pathetic.”
65,“To old Mr. Jonathan she was the eternal Juliet.”
66,“And Caroline Crale?”
67,"“How would he, Hercule Poirot, have seen her?”"
68,"“So far, not one of the people he had seen had doubted that whatever else she was, Caroline Crale was also a murderess.”"
69,"“That adds to the difficulty, of course.”"
70,“You do not know the young lady.”
71,"“I may be, mon cher, an artistic and competent liar—you seem to think so. But it is not my idea of ethical conduct. I have my standards.”"
72,"“Oh I wonder, would it really?”"
73,“But there is every doubt in my mind! I do not believe for one minute that Crale poisoned himself. Do you consider it even reasonably possible yourself?”
74,“You talk about the truth. I’d like to make it plain to you that we think we got the truth in the Crale case.”
75,"“That pronouncement from you means a great deal. I know you for what you are, an honest and capable man. Now tell me this, was there no doubt at any time in your mind as to the guilt of Mrs. Crale?”"
76,“You can give me an outline of the evidence against her?”
