number,quote
1,quote
2,"I am afraid, that I shall have to go"
3,Go! Where to?
4,To Dartmoor; to King's Pyland.
5,I should be most happy to go down with you if I should not be in the way
6,"My dear Watson, you would confer a great favour upon me by coming"
7,"We are going well, said he, looking out the window and glancing at his watch"
8,Our rate at present is fifty-three and a half miles an hour.
9,I have not observed the quarter-mile posts
10,Nor have I. But the telegraph posts upon this line are sixty yards apart
11,I have seen what the Telegraph and the Chronicle have to say
12,It is one of those cases where the art of the reasoner should be used rather for the sifting of details than for the acquiring of fresh evidence
13,Tuesday evening! And this is Thursday morning. Why didn't you go down yesterday
14,"Because I made a blunder, my dear Watson--which is, I am afraid, a more common occurrence than any one would think who only knew me through your memoirs"
15,"You have formed a theory, then"
16,At least I have got a grip of the essential facts of the case
17,quote
18,It's business that may put something into your pocket
19,You've two horses in for the Wessex Cup--Silver Blaze and Bayard
20,"Excellent, Watson, excellent!"
21,The importance of the point struck me so forcibly that I sent a special wire to Dartmoor yesterday to clear the matter up
22,"Hunter waited until his fellow-grooms had returned, when he sent a message to the trainer and told him what had occurred"
23,"Mrs. Straker awoke at seven in the morning, to find that her husband had not yet returned"
24,"Inspector Gregory, to whom the case has been committed, is an extremely competent officer"
25,On his arrival he promptly found and arrested the man upon whom suspicion naturally rested
26,An examination of his betting-book shows that bets to the amount of five thousand pounds had been registered by him against the favorite
27,"When confronted with his cravat, he turned very pale, and was utterly unable to account for its presence in the hand of the murdered man"
28,"On the other hand, there was no wound upon his person, while the state of Straker's knife would show that one at least of his assailants must bear his mark upon him"
29,It is more than possible; it is probable
30,"And yet, even now I fail to understand what the theory of"
31,quote
32,"The net is drawn pretty close round Fitzroy Simpson, and I believe myself that he is our man."
33,We have quite come to the conclusion that he wounded himself in his fall.
34,Undoubtedly. He has neither a knife nor any sign of a wound. The evidence against him is certainly very strong.
35,"He had a great interest in the disappearance of the favorite. He lies under suspicion of having poisoned the stable-boy, he was undoubtedly out in the storm, he was armed with a heavy stick, and his cravat was found in the dead man's hand. I really think we have enough to go before a jury."
36,One was found in his purse.
37,He is not a stranger to the district. He has twice lodged at Tavistock in the summer.
38,The opium was probably brought from London.
39,"The key, having served its purpose, would be hurled away."
40,"He acknowledges that it is his, and declares that he had lost it."
41,"Now, presuming that there was some understanding between Simpson and these gypsies, might he not have been leading the horse to them when he was overtaken, and may they not have him now?"
42,"There is another training-stable quite close, I understand?"
43,"We have, however, examined the stables, and there is nothing to connect him with the affair."
44,And nothing at all.
45,Nothing to connect this man Simpson with the interests of the Mapleton stables?
46,"I am delighted that you have come down, Mr. Holmes."
47,"The Inspector here has done all that could possibly be suggested, but I wish to leave no stone unturned in trying to avenge poor Straker and in recovering my horse."
48,Have there been any fresh developments?
49,Have there been any fresh developments?
50,We have found traces which show that a party of gypsies encamped on Monday night within a mile of the spot where the murder took place.
51,On Tuesday they were gone.
52,The moor is being scoured for these gypsies.
53,The moor is being scoured for these gypsies.
54,"There is another training-stable quite close, I understand?"
